,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
5185,465016,Male,Yes,78,No,Executive,0.0,High,2.0,Cat_6,B
5187,466230,Male,Yes,46,Yes,Artist,0.0,Average,2.0,Cat_6,B
5197,459799,Male,Yes,47,Yes,Artist,1.0,Low,2.0,Cat_6,B
5201,466975,Male,Yes,51,Yes,Artist,0.0,Average,2.0,Cat_6,C
5205,464246,Female,Yes,59,Yes,Artist,0.0,Average,2.0,Cat_6,C
5206,465639,Male,Yes,36,Yes,Healthcare,8.0,High,2.0,Cat_6,D
5208,460953,Male,Yes,59,No,Entertainment,1.0,Low,2.0,Cat_6,D
5218,463227,Female,Yes,35,Yes,Engineer,1.0,Average,2.0,Cat_6,A
5221,459018,Male,Yes,85,No,Executive,1.0,High,2.0,Cat_6,D
5222,459464,Male,No,29,Yes,Artist,1.0,Low,2.0,Cat_6,B
5223,466774,Male,Yes,78,Yes,Lawyer,0.0,Low,2.0,Cat_6,C
5226,460386,Male,Yes,29,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
5228,465025,Male,Yes,73,Yes,Executive,0.0,High,2.0,Cat_6,C
5234,461623,Female,Yes,41,Yes,Artist,11.0,Average,2.0,Cat_6,B
5235,461839,Male,Yes,58,Yes,Artist,1.0,Average,2.0,Cat_6,C
5236,467883,Female,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,C
5242,460981,Female,Yes,42,No,Marketing,0.0,Average,2.0,Cat_6,A
5257,460914,Female,No,36,Yes,Artist,9.0,Low,2.0,Cat_6,C
5269,459130,Female,Yes,74,No,Lawyer,0.0,High,2.0,Cat_6,A
5270,459629,Female,Yes,47,Yes,Entertainment,3.0,Average,2.0,Cat_6,B
5273,463499,Male,Yes,48,Yes,Executive,0.0,Low,2.0,Cat_6,A
5274,467946,Female,Yes,40,Yes,Artist,0.0,Low,2.0,Cat_6,B
5285,465211,Male,No,43,No,Artist,6.0,Low,2.0,Cat_6,B
5286,460367,Male,Yes,73,Yes,Artist,1.0,Low,2.0,Cat_6,B
5289,463698,Female,Yes,53,No,Engineer,0.0,Average,2.0,Cat_6,B
5295,459695,Male,Yes,35,Yes,Artist,0.0,High,2.0,Cat_6,A
5300,465719,Female,Yes,37,Yes,Artist,0.0,Low,2.0,Cat_6,C
5301,463448,Male,Yes,40,Yes,Artist,8.0,Average,2.0,Cat_6,B
5316,464257,Male,Yes,35,Yes,Entertainment,1.0,High,2.0,Cat_6,D
5322,459069,Male,Yes,25,Yes,Doctor,0.0,Average,2.0,Cat_6,A
5327,464477,Male,Yes,36,No,Entertainment,0.0,Low,2.0,Cat_6,A
5334,464462,Female,Yes,70,Yes,Artist,5.0,High,2.0,Cat_6,C
5340,465205,Male,Yes,48,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
5345,464273,Female,No,26,No,Artist,2.0,Low,2.0,Cat_6,D
5349,464450,Female,Yes,56,Yes,Artist,0.0,High,2.0,Cat_6,B
5361,460128,Male,Yes,25,Yes,Healthcare,8.0,Low,2.0,Cat_6,D
5365,465022,Female,Yes,72,Yes,Lawyer,0.0,High,2.0,Cat_6,C
5370,464114,Female,No,36,No,Doctor,0.0,Low,2.0,Cat_6,A
5377,464560,Male,No,39,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
5378,459106,Male,Yes,60,Yes,Artist,1.0,Low,2.0,Cat_6,C
5379,461492,Male,Yes,70,Yes,Entertainment,8.0,Average,2.0,Cat_6,C
5381,463967,Female,No,33,Yes,Engineer,0.0,Low,2.0,Cat_6,A
5382,462421,Male,No,53,Yes,Artist,0.0,Low,2.0,Cat_6,A
5386,460372,Male,Yes,37,Yes,Artist,4.0,Average,2.0,Cat_6,C
5394,462923,Male,Yes,33,No,Homemaker,9.0,Average,2.0,Cat_6,A
5397,460113,Male,Yes,67,Yes,Artist,1.0,Average,2.0,Cat_6,C
5420,467011,Female,Yes,77,Yes,Lawyer,1.0,High,2.0,Cat_6,B
5422,464292,Male,Yes,55,Yes,Artist,0.0,Average,2.0,Cat_6,C
5425,463109,Male,Yes,61,Yes,Executive,9.0,High,2.0,Cat_6,C
5429,461645,Female,No,37,Yes,Artist,0.0,Low,2.0,Cat_6,C
5430,463662,Male,Yes,41,Yes,Entertainment,2.0,Average,2.0,Cat_6,C
5431,467798,Female,No,20,No,Entertainment,2.0,Low,2.0,Cat_6,D
5432,463756,Male,Yes,68,No,Executive,1.0,Average,2.0,Cat_6,B
5462,459979,Female,No,41,No,Marketing,0.0,Low,2.0,Cat_6,B
5465,467427,Female,Yes,37,Yes,Artist,8.0,High,2.0,Cat_6,C
5466,464392,Male,Yes,58,Yes,Artist,1.0,Average,2.0,Cat_6,B
5467,459065,Male,Yes,51,Yes,Engineer,1.0,Low,2.0,Cat_6,D
5470,464112,Male,No,28,Yes,Doctor,1.0,Low,2.0,Cat_6,D
5478,462152,Female,No,30,Yes,Doctor,8.0,Low,2.0,Cat_6,B
5479,460384,Female,Yes,32,Yes,Marketing,8.0,Low,2.0,Cat_6,D
5480,461760,Male,Yes,82,Yes,Artist,0.0,High,2.0,Cat_6,C
5488,464358,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,B
5492,463683,Female,Yes,39,Yes,Artist,14.0,Average,2.0,Cat_6,B
5505,464110,Male,Yes,58,Yes,Doctor,1.0,High,2.0,Cat_6,B
5507,467603,Male,Yes,71,Yes,Lawyer,1.0,High,2.0,Cat_6,C
5510,466635,Male,Yes,53,Yes,Artist,4.0,Average,2.0,Cat_6,C
5513,467694,Male,Yes,61,Yes,Executive,0.0,High,2.0,Cat_6,C
5514,462497,Male,No,35,Yes,Artist,1.0,Low,2.0,Cat_6,B
5516,466032,Male,No,28,No,Entertainment,1.0,Low,2.0,Cat_6,B
5519,459107,Male,Yes,55,Yes,Artist,1.0,Low,2.0,Cat_6,C
5522,460769,Female,Yes,76,No,Lawyer,1.0,High,2.0,Cat_6,B
5524,463187,Female,Yes,51,Yes,Artist,8.0,Low,2.0,Cat_6,C
5525,464070,Male,No,39,Yes,Artist,5.0,Low,2.0,Cat_6,B
5529,462844,Female,Yes,30,No,Engineer,0.0,Average,2.0,Cat_6,D
5534,465393,Male,Yes,36,Yes,Artist,7.0,Average,2.0,Cat_6,C
5536,459860,Male,Yes,75,No,Executive,1.0,High,2.0,Cat_6,D
5538,459431,Male,Yes,68,No,Artist,0.0,Low,2.0,Cat_6,A
5539,459419,Male,Yes,67,Yes,Doctor,1.0,Average,2.0,Cat_6,B
5544,463245,Male,Yes,37,Yes,Entertainment,9.0,Average,2.0,Cat_6,A
5545,459281,Male,Yes,41,Yes,Artist,0.0,Low,2.0,Cat_6,B
5554,462741,Female,No,26,Yes,Artist,2.0,Low,2.0,Cat_6,A
5559,459736,Female,Yes,28,Yes,Artist,0.0,Low,2.0,Cat_6,A
5567,460111,Male,Yes,72,Yes,Executive,8.0,High,2.0,Cat_6,C
5568,465305,Male,Yes,66,No,Executive,1.0,Low,2.0,Cat_6,D
5570,465008,Female,Yes,70,Yes,Artist,0.0,High,2.0,Cat_6,C
5575,465914,Female,No,46,Yes,Artist,3.0,Low,2.0,Cat_6,B
5578,461335,Male,Yes,51,No,Executive,9.0,High,2.0,Cat_6,C
5590,466721,Male,Yes,36,Yes,Doctor,7.0,Average,2.0,Cat_6,A
5592,461779,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,Cat_6,B
5595,459171,Male,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,C
5602,459895,Male,Yes,38,Yes,Artist,9.0,Average,2.0,Cat_6,C
5606,461380,Male,Yes,37,Yes,Artist,1.0,Average,2.0,Cat_6,B
5614,459473,Male,Yes,78,No,Lawyer,1.0,High,2.0,Cat_6,A
5621,464220,Male,Yes,65,Yes,Executive,1.0,High,2.0,Cat_6,A
5623,467481,Male,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,A
5626,464478,Female,Yes,75,No,Lawyer,0.0,High,2.0,Cat_6,B
5632,461789,Male,Yes,67,Yes,Executive,1.0,High,2.0,Cat_6,C
5634,459556,Male,Yes,82,Yes,Lawyer,1.0,Low,2.0,Cat_6,D
5636,466937,Male,Yes,62,No,Entertainment,1.0,Average,2.0,Cat_6,B
5637,459296,Male,Yes,70,Yes,Artist,1.0,Average,2.0,Cat_6,C
5648,467161,Female,Yes,30,Yes,Homemaker,9.0,Low,2.0,Cat_6,B
5650,464054,Male,Yes,31,Yes,Artist,8.0,Average,2.0,Cat_6,C
5651,459154,Male,Yes,88,Yes,Lawyer,0.0,High,2.0,Cat_6,A
5653,466612,Female,No,21,No,Healthcare,8.0,Low,2.0,Cat_6,D
5665,461826,Male,Yes,35,Yes,Artist,12.0,Average,2.0,Cat_6,A
5666,461301,Male,Yes,71,Yes,Lawyer,0.0,Average,2.0,Cat_6,C
5671,463730,Male,No,20,No,Lawyer,2.0,Low,2.0,Cat_6,D
5672,467132,Female,Yes,66,Yes,Engineer,0.0,Low,2.0,Cat_6,B
5673,467120,Male,Yes,37,Yes,Artist,8.0,Low,2.0,Cat_6,B
5688,461031,Male,Yes,59,No,Executive,1.0,High,2.0,Cat_6,C
5692,463064,Male,Yes,33,No,Executive,9.0,High,2.0,Cat_6,D
5693,462927,Female,No,26,No,Homemaker,9.0,Low,2.0,Cat_6,A
5703,459794,Male,Yes,52,Yes,Artist,0.0,Low,2.0,Cat_6,B
5708,467383,Female,Yes,77,Yes,Lawyer,0.0,High,2.0,Cat_6,B
5714,463930,Male,Yes,49,Yes,Artist,1.0,Average,2.0,Cat_6,C
5715,463458,Male,Yes,26,Yes,Entertainment,1.0,Average,2.0,Cat_6,B
5723,465102,Male,Yes,57,Yes,Lawyer,1.0,High,2.0,Cat_6,B
5727,463252,Male,Yes,50,Yes,Artist,0.0,Average,2.0,Cat_6,B
5731,465645,Female,No,36,Yes,Artist,9.0,Low,2.0,Cat_6,C
5736,461290,Male,No,22,No,Healthcare,9.0,Low,2.0,Cat_6,D
5738,466825,Female,Yes,41,Yes,Artist,1.0,Low,2.0,Cat_6,A
5739,464051,Male,Yes,53,Yes,Doctor,0.0,Average,2.0,Cat_6,C
5743,466980,Male,Yes,72,Yes,Lawyer,1.0,High,2.0,Cat_6,A
5744,463663,Female,No,37,Yes,Lawyer,0.0,Low,2.0,Cat_6,A
5755,464238,Male,Yes,87,Yes,Lawyer,0.0,High,2.0,Cat_6,A
5758,463110,Male,Yes,68,No,Executive,1.0,High,2.0,Cat_6,A
5759,461549,Female,Yes,68,Yes,Artist,1.0,Average,2.0,Cat_6,B
5775,462052,Male,Yes,51,Yes,Artist,1.0,Low,2.0,Cat_6,C
5781,465353,Male,Yes,73,Yes,Artist,1.0,Average,2.0,Cat_6,C
5782,459696,Male,Yes,43,Yes,Engineer,0.0,Average,2.0,Cat_6,B
5788,462485,Female,Yes,37,No,Engineer,0.0,Low,2.0,Cat_6,A
5795,461877,Female,No,38,Yes,Artist,7.0,Low,2.0,Cat_6,B
5797,466816,Male,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,B
5801,466140,Male,Yes,30,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
5803,463858,Male,Yes,37,No,Artist,0.0,Average,2.0,Cat_6,C
5810,459099,Male,Yes,30,Yes,Doctor,8.0,Average,2.0,Cat_6,A
5824,462086,Male,No,41,Yes,Doctor,4.0,Low,2.0,Cat_6,B
5826,462524,Female,Yes,40,Yes,Doctor,4.0,Low,2.0,Cat_6,C
5833,459484,Female,Yes,35,Yes,Entertainment,1.0,Average,2.0,Cat_6,A
5856,467616,Male,Yes,25,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
5859,460087,Female,Yes,56,Yes,Entertainment,0.0,Average,2.0,Cat_6,B
5862,465026,Female,No,31,No,Doctor,1.0,Low,2.0,Cat_6,A
5864,467844,Male,No,37,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
5865,463348,Female,Yes,40,Yes,Doctor,1.0,Low,2.0,Cat_6,A
5869,461806,Male,No,27,Yes,Healthcare,9.0,Low,2.0,Cat_6,D
5874,465360,Female,Yes,49,Yes,Artist,1.0,Average,2.0,Cat_6,C
5883,465899,Female,No,38,Yes,Doctor,9.0,Low,2.0,Cat_6,B
5887,464361,Male,Yes,50,Yes,Artist,1.0,Average,2.0,Cat_6,C
5889,462334,Male,No,47,Yes,Artist,9.0,Low,2.0,Cat_6,B
5890,459989,Male,Yes,52,Yes,Artist,6.0,Average,2.0,Cat_6,B
5895,465709,Male,Yes,68,Yes,Entertainment,1.0,Average,2.0,Cat_6,C
5899,465228,Male,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6,C
5901,460698,Female,Yes,66,No,Artist,0.0,Average,2.0,Cat_6,B
5903,465080,Male,Yes,70,Yes,Lawyer,8.0,Average,2.0,Cat_6,C
5904,459272,Female,Yes,60,Yes,Artist,0.0,High,2.0,Cat_6,C
5910,459410,Female,Yes,79,Yes,Lawyer,1.0,High,2.0,Cat_6,B
5912,467437,Female,Yes,76,Yes,Lawyer,0.0,High,2.0,Cat_6,B
5915,463849,Female,Yes,35,No,Artist,0.0,Low,2.0,Cat_6,B
5916,467191,Female,Yes,31,No,Homemaker,12.0,Average,2.0,Cat_6,B
5918,463943,Male,No,71,Yes,Entertainment,1.0,Low,2.0,Cat_6,C
5923,465963,Male,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,B
5939,463043,Female,Yes,86,Yes,Lawyer,9.0,High,2.0,Cat_6,C
5941,466595,Male,Yes,86,Yes,Executive,1.0,High,2.0,Cat_6,C
5943,467303,Male,Yes,38,Yes,Doctor,3.0,Average,2.0,Cat_6,C
5946,465401,Female,Yes,48,Yes,Artist,10.0,Low,2.0,Cat_6,B
5950,459770,Female,Yes,48,Yes,Artist,8.0,Average,2.0,Cat_6,A
5953,462433,Female,Yes,33,Yes,Doctor,0.0,Average,2.0,Cat_6,B
5965,464117,Male,Yes,84,Yes,Lawyer,0.0,High,2.0,Cat_6,C
5966,461688,Male,Yes,41,Yes,Executive,7.0,High,2.0,Cat_6,C
5970,460326,Female,Yes,47,Yes,Artist,6.0,Low,2.0,Cat_6,B
5973,467855,Male,Yes,31,Yes,Engineer,1.0,Low,2.0,Cat_6,D
5977,466908,Male,Yes,55,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
5980,465027,Male,Yes,41,Yes,Doctor,0.0,Low,2.0,Cat_6,B
5982,462943,Male,Yes,61,Yes,Executive,5.0,High,2.0,Cat_6,B
5984,463567,Male,Yes,40,Yes,Doctor,1.0,Average,2.0,Cat_6,B
5991,465752,Male,Yes,42,Yes,Artist,5.0,Average,2.0,Cat_6,C
5997,459438,Female,Yes,69,Yes,Artist,0.0,High,2.0,Cat_6,C
6001,462007,Female,Yes,36,Yes,Artist,1.0,Average,2.0,Cat_6,C
6003,461416,Female,No,31,Yes,Artist,13.0,Low,2.0,Cat_6,B
6007,465470,Female,Yes,61,No,Engineer,1.0,Average,2.0,Cat_6,C
6012,463675,Male,Yes,71,No,Entertainment,1.0,Low,2.0,Cat_6,A
6014,464305,Female,Yes,73,Yes,Lawyer,1.0,High,2.0,Cat_6,C
6016,464185,Male,Yes,65,Yes,Artist,5.0,High,2.0,Cat_6,A
6017,467082,Female,Yes,75,Yes,Artist,1.0,High,2.0,Cat_6,C
6028,467085,Male,No,45,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
6033,461299,Female,Yes,76,Yes,Lawyer,1.0,High,2.0,Cat_6,C
6041,461033,Male,Yes,57,Yes,Doctor,5.0,Average,2.0,Cat_6,C
6047,461809,Male,No,30,Yes,Doctor,3.0,Low,2.0,Cat_6,D
6050,463931,Male,Yes,52,Yes,Entertainment,0.0,Average,2.0,Cat_6,C
6055,465802,Male,Yes,25,Yes,Healthcare,9.0,Low,2.0,Cat_6,C
6064,465263,Male,Yes,65,Yes,Artist,1.0,High,2.0,Cat_6,C
6068,460328,Female,No,52,Yes,Artist,1.0,Low,2.0,Cat_6,A
6069,466448,Female,No,37,Yes,Artist,0.0,Low,2.0,Cat_6,B
6074,459457,Male,Yes,51,Yes,Artist,2.0,Low,2.0,Cat_6,A
6076,463538,Male,Yes,60,No,Executive,0.0,High,2.0,Cat_6,B
6077,459613,Male,No,40,Yes,Healthcare,0.0,Low,2.0,Cat_6,D
6082,463993,Female,Yes,37,Yes,Artist,5.0,Average,2.0,Cat_6,B
6085,464308,Female,Yes,75,Yes,Lawyer,0.0,High,2.0,Cat_6,B
6086,459819,Male,Yes,71,Yes,Entertainment,0.0,High,2.0,Cat_6,B
6088,464061,Male,Yes,30,Yes,Artist,12.0,Average,2.0,Cat_6,B
6097,465625,Male,No,42,Yes,Artist,11.0,Low,2.0,Cat_6,C
6106,459645,Male,Yes,43,Yes,Artist,11.0,Average,2.0,Cat_6,B
6108,460300,Female,Yes,60,Yes,Lawyer,0.0,Low,2.0,Cat_6,D
6112,459477,Female,No,36,No,Engineer,0.0,Low,2.0,Cat_6,D
6131,460844,Male,Yes,51,Yes,Healthcare,0.0,Low,2.0,Cat_6,A
6132,463188,Female,Yes,48,Yes,Artist,2.0,Low,2.0,Cat_6,C
6139,465213,Male,Yes,38,Yes,Entertainment,2.0,Average,2.0,Cat_6,B
6140,460317,Male,No,32,No,Doctor,10.0,Low,2.0,Cat_6,D
6141,460196,Female,No,38,Yes,Healthcare,8.0,Low,2.0,Cat_6,D
6143,459285,Male,No,76,Yes,Lawyer,0.0,Low,2.0,Cat_6,A
6149,463617,Male,No,29,No,Marketing,1.0,Low,2.0,Cat_6,D
6151,467638,Male,Yes,71,Yes,Artist,1.0,Average,2.0,Cat_6,C
6158,466866,Male,Yes,27,No,Entertainment,14.0,Average,2.0,Cat_6,A
6159,467781,Male,Yes,27,Yes,Healthcare,1.0,High,2.0,Cat_6,D
6162,465040,Male,Yes,67,No,Lawyer,1.0,Average,2.0,Cat_6,A
6167,460065,Female,Yes,79,Yes,Artist,1.0,Average,2.0,Cat_6,C
6169,461785,Female,Yes,87,Yes,Artist,1.0,Average,2.0,Cat_6,C
6176,461894,Female,Yes,66,Yes,Artist,0.0,Average,2.0,Cat_6,C
6180,463928,Male,Yes,55,Yes,Artist,1.0,Low,2.0,Cat_6,A
6181,465753,Female,Yes,49,Yes,Artist,6.0,Low,2.0,Cat_6,C
6182,467354,Male,Yes,61,Yes,Doctor,3.0,Low,2.0,Cat_6,A
6196,466428,Female,No,23,No,Doctor,0.0,Low,2.0,Cat_6,D
6198,462351,Male,Yes,77,No,Lawyer,1.0,High,2.0,Cat_6,C
6202,464373,Female,No,46,Yes,Artist,0.0,Low,2.0,Cat_6,B
6207,461488,Male,Yes,53,Yes,Artist,6.0,Average,2.0,Cat_6,C
6208,465745,Male,Yes,38,Yes,Artist,2.0,Low,2.0,Cat_6,C
6210,462727,Female,Yes,81,No,Lawyer,0.0,High,2.0,Cat_6,A
6214,461465,Male,Yes,28,Yes,Artist,9.0,Average,2.0,Cat_6,A
6218,466098,Male,Yes,78,Yes,Lawyer,1.0,High,2.0,Cat_6,A
6221,467796,Female,No,27,No,Healthcare,9.0,Low,2.0,Cat_6,A
6224,461984,Male,Yes,42,Yes,Artist,2.0,Average,2.0,Cat_6,C
6226,464525,Male,No,33,Yes,Entertainment,9.0,Low,2.0,Cat_6,D
6230,462069,Male,Yes,36,Yes,Artist,0.0,Average,2.0,Cat_6,B
6231,465614,Male,Yes,43,Yes,Artist,9.0,Low,2.0,Cat_6,C
6233,460252,Male,Yes,41,Yes,Artist,0.0,Low,2.0,Cat_6,A
6234,466603,Male,Yes,41,Yes,Engineer,1.0,Average,2.0,Cat_6,C
6240,467063,Male,Yes,53,Yes,Entertainment,1.0,Average,2.0,Cat_6,B
6249,467037,Male,Yes,56,No,Lawyer,0.0,High,2.0,Cat_6,C
6254,464397,Female,Yes,40,Yes,Engineer,0.0,Average,2.0,Cat_6,C
6257,465172,Female,Yes,41,Yes,Artist,9.0,Average,2.0,Cat_6,C
6265,466353,Female,Yes,38,Yes,Engineer,0.0,Average,2.0,Cat_6,B
6274,460025,Female,No,26,Yes,Healthcare,5.0,Low,2.0,Cat_6,D
6275,466764,Male,Yes,65,Yes,Lawyer,11.0,High,2.0,Cat_6,C
6288,467623,Male,Yes,76,Yes,Lawyer,1.0,High,2.0,Cat_6,A
6296,466972,Male,Yes,25,Yes,Artist,12.0,Low,2.0,Cat_6,A
6312,462984,Female,Yes,69,Yes,Artist,1.0,High,2.0,Cat_6,B
6314,466008,Male,Yes,36,Yes,Artist,1.0,Low,2.0,Cat_6,C
6322,459640,Female,Yes,72,Yes,Doctor,1.0,High,2.0,Cat_6,C
6323,467199,Male,No,37,Yes,Artist,7.0,Low,2.0,Cat_6,A
6324,466939,Male,Yes,66,No,Lawyer,0.0,High,2.0,Cat_6,B
6328,460370,Female,Yes,28,Yes,Executive,8.0,High,2.0,Cat_6,C
6338,460763,Male,No,47,Yes,Artist,1.0,Low,2.0,Cat_6,B
6345,459180,Male,Yes,66,Yes,Executive,1.0,High,2.0,Cat_6,C
6352,464132,Male,No,28,No,Entertainment,1.0,Low,2.0,Cat_6,D
6353,467601,Male,Yes,42,No,Artist,6.0,Low,2.0,Cat_6,B
6354,464458,Male,No,46,Yes,Artist,1.0,Low,2.0,Cat_6,B
6359,459801,Female,No,27,Yes,Engineer,4.0,Low,2.0,Cat_6,D
6364,465344,Female,Yes,71,Yes,Lawyer,0.0,High,2.0,Cat_6,C
6367,459725,Female,Yes,35,Yes,Artist,1.0,Low,2.0,Cat_6,B
6375,462911,Male,Yes,32,Yes,Doctor,11.0,Average,2.0,Cat_6,A
6383,465476,Female,No,28,No,Healthcare,3.0,Low,2.0,Cat_6,A
6385,465097,Male,Yes,81,No,Lawyer,1.0,High,2.0,Cat_6,A
6386,464391,Female,Yes,65,No,Engineer,0.0,Average,2.0,Cat_6,B
6389,460833,Male,Yes,30,Yes,Healthcare,0.0,Low,2.0,Cat_6,A
6396,459670,Female,Yes,39,Yes,Entertainment,7.0,Average,2.0,Cat_6,B
6398,461604,Male,Yes,38,No,Entertainment,1.0,Average,2.0,Cat_6,B
6406,465073,Male,Yes,69,No,Executive,1.0,High,2.0,Cat_6,C
6407,464626,Female,Yes,38,Yes,Artist,1.0,Average,2.0,Cat_6,C
6410,465032,Male,Yes,72,Yes,Executive,0.0,High,2.0,Cat_6,C
6418,467734,Male,Yes,79,Yes,Lawyer,2.0,High,2.0,Cat_6,B
6428,463786,Female,Yes,37,Yes,Artist,2.0,Average,2.0,Cat_6,C
6430,463747,Female,Yes,35,Yes,Artist,0.0,Average,2.0,Cat_6,C
6436,461522,Male,Yes,83,No,Executive,1.0,High,2.0,Cat_6,D
6437,459039,Male,Yes,45,Yes,Artist,1.0,Average,2.0,Cat_6,C
6438,459452,Male,Yes,40,Yes,Artist,9.0,Low,2.0,Cat_6,C
6443,461781,Male,Yes,57,Yes,Artist,0.0,Low,2.0,Cat_6,C
6446,461620,Male,No,52,Yes,Entertainment,1.0,Low,2.0,Cat_6,B
6450,462393,Female,No,26,Yes,Entertainment,6.0,Low,2.0,Cat_6,D
6452,459337,Female,Yes,25,Yes,Engineer,6.0,Average,2.0,Cat_6,A
6454,467965,Female,No,37,Yes,Healthcare,1.0,Low,2.0,Cat_6,A
6459,463095,Female,Yes,37,Yes,Homemaker,1.0,High,2.0,Cat_6,A
6460,461687,Female,Yes,77,Yes,Artist,0.0,High,2.0,Cat_6,B
6466,462937,Female,Yes,61,Yes,Artist,1.0,Low,2.0,Cat_6,C
6469,462269,Male,Yes,83,Yes,Artist,2.0,High,2.0,Cat_6,A
6472,462324,Male,Yes,65,Yes,Entertainment,0.0,High,2.0,Cat_6,A
6474,465528,Female,Yes,46,Yes,Entertainment,0.0,Low,2.0,Cat_6,C
6477,466961,Female,Yes,55,Yes,Artist,2.0,Average,2.0,Cat_6,C
6480,459304,Female,Yes,43,Yes,Artist,8.0,Average,2.0,Cat_6,B
6483,465036,Male,Yes,65,Yes,Artist,0.0,Average,2.0,Cat_6,C
6485,464381,Male,Yes,35,Yes,Artist,4.0,Average,2.0,Cat_6,A
6486,466115,Male,Yes,37,No,Executive,1.0,Low,2.0,Cat_6,A
6492,462341,Male,Yes,61,Yes,Artist,2.0,Average,2.0,Cat_6,C
6498,461296,Female,Yes,83,Yes,Lawyer,0.0,High,2.0,Cat_6,C
6502,466539,Female,Yes,80,No,Lawyer,1.0,High,2.0,Cat_6,C
6505,461960,Male,Yes,57,Yes,Entertainment,0.0,Low,2.0,Cat_6,A
6506,461848,Male,No,36,No,Marketing,0.0,Low,2.0,Cat_6,D
6513,459341,Male,Yes,72,Yes,Lawyer,0.0,High,2.0,Cat_6,C
6515,460284,Female,No,29,Yes,Entertainment,8.0,Low,2.0,Cat_6,A
6516,463704,Male,No,45,Yes,Artist,1.0,Low,2.0,Cat_6,A
6529,466568,Female,Yes,35,Yes,Artist,1.0,Average,2.0,Cat_6,B
6530,467032,Female,No,25,Yes,Artist,2.0,Low,2.0,Cat_6,A
6536,459535,Male,Yes,50,Yes,Artist,8.0,Average,2.0,Cat_6,C
6545,464342,Female,Yes,46,Yes,Engineer,1.0,Average,2.0,Cat_6,C
6550,463903,Male,No,26,No,Entertainment,0.0,Low,2.0,Cat_6,A
6552,459270,Male,Yes,65,Yes,Homemaker,0.0,High,2.0,Cat_6,A
6554,461667,Male,Yes,42,Yes,Doctor,0.0,Average,2.0,Cat_6,C
6563,460934,Female,No,25,No,Doctor,0.0,Low,2.0,Cat_6,D
6564,466785,Male,No,41,Yes,Marketing,0.0,Low,2.0,Cat_6,D
6569,459898,Male,Yes,45,Yes,Artist,0.0,Average,2.0,Cat_6,C
6576,459358,Female,No,56,Yes,Lawyer,0.0,Low,2.0,Cat_6,D
6577,459152,Female,No,40,Yes,Artist,8.0,Low,2.0,Cat_6,B
6584,460081,Male,Yes,35,Yes,Artist,10.0,High,2.0,Cat_6,B
6586,463519,Female,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_6,C
6587,467632,Female,Yes,88,Yes,Artist,1.0,High,2.0,Cat_6,C
6595,461420,Female,Yes,59,Yes,Doctor,5.0,Low,2.0,Cat_6,A
6597,459546,Female,Yes,81,No,Lawyer,5.0,High,2.0,Cat_6,B
6599,459236,Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6,B
6606,460171,Female,Yes,62,Yes,Artist,0.0,High,2.0,Cat_6,C
6613,462946,Male,Yes,52,No,Artist,1.0,Low,2.0,Cat_6,A
6620,462432,Male,Yes,37,Yes,Executive,1.0,Average,2.0,Cat_6,B
6623,462006,Male,Yes,28,Yes,Artist,1.0,Average,2.0,Cat_6,B
6643,466982,Male,Yes,56,Yes,Artist,1.0,Average,2.0,Cat_6,B
6646,462561,Female,Yes,48,Yes,Artist,4.0,Average,2.0,Cat_6,C
6652,463598,Female,Yes,32,No,Engineer,3.0,Low,2.0,Cat_6,C
6655,461988,Male,Yes,36,No,Engineer,0.0,Average,2.0,Cat_6,B
6661,465973,Female,Yes,50,Yes,Artist,8.0,Average,2.0,Cat_6,B
6665,461659,Female,Yes,52,Yes,Artist,0.0,Average,2.0,Cat_6,C
6667,459292,Male,No,46,Yes,Artist,1.0,Low,2.0,Cat_6,C
6671,467545,Male,Yes,53,Yes,Artist,9.0,Average,2.0,Cat_6,B
6674,465342,Male,Yes,83,Yes,Executive,0.0,High,2.0,Cat_6,A
6675,460249,Female,No,25,Yes,Entertainment,9.0,Low,2.0,Cat_6,A
6682,463546,Female,No,30,Yes,Healthcare,0.0,Low,2.0,Cat_6,C
6683,464197,Male,Yes,29,No,Healthcare,5.0,Low,2.0,Cat_6,D
6693,464328,Male,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,B
